patch_title,url,raw_text,label
Varlamore: Part One,https://secure.runescape.com/m=news/varlamore-part-one?oldschool=1,The Grand Exchange buy limit for Christmas Crackers has been reduced from 50 to 4.,General Change
Varlamore: Part One,https://secure.runescape.com/m=news/varlamore-part-one?oldschool=1,Corrected the spelling of Sotetseg's name in the Combat Achievements list.,Combat Balance
Varlamore: Part One,https://secure.runescape.com/m=news/varlamore-part-one?oldschool=1,Made wording in messages about potion decanting more consistent.,General Change
Varlamore: Part One,https://secure.runescape.com/m=news/varlamore-part-one?oldschool=1,The PvP rota has moved to Period A :,General Change
Varlamore: Part One,https://secure.runescape.com/m=news/varlamore-part-one?oldschool=1,World 390 (AUS) for LMS Competitive has been activated with this rota.,General Change
Varlamore: Part One,https://secure.runescape.com/m=news/varlamore-part-one?oldschool=1,World 569 (AUS) for Bounty Hunter has been de-activated with this rota.,XP/Progression
Varlamore: Part One,https://secure.runescape.com/m=news/varlamore-part-one?oldschool=1,The PvP Arena is using 'Max/Med' loadouts in Ranked Duels and Tournaments this week.,General Change
Varlamore: Part One,https://secure.runescape.com/m=news/varlamore-part-one?oldschool=1,Completed Twilight's Promise,General Change
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Easter has arrived with a good old-fashioned mystery to unscramble. Catch up with the Easter Bunny outside the Grand Exchange to start the egg hunt.,General Change
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,"Added new Easter rewards, including fetching FashionScape and a new Book",XP/Progression
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Tweaked the look of the World Map around the moonlight antelopes.,General Change
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Corrected the blocking of one tile on Ralos' Rise.,General Change
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Rebalanced the bosses from Perilous Moons:,General Change
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,The Eclipse Moon boss now has slightly higher Defence.,Combat Balance
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,The Blue Moon boss builds Cold twice as fast.,General Change
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,The Blue Moon boss heals more consistently during the Tornado phase.,General Change
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,The Blood Moon boss healing from its third attack has been reduced.,Combat Balance
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,The Blood Moon boss healing from the Jaguar attacks has increased slightly.,Combat Balance
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Removed a bush from the Sunlight Antelope area that prevented them from following players.,Bug Fix
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,The Fishing activity in the Perilous Moons dungeon now interrupts repeatable actions like Fletching.,XP/Progression
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,"Corrected the description for Doom to state that it applies on any damage taken, rather than any damage taken 'off-Prayer'.",Combat Balance
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Players can now toggle receiving duplicate Hunter Rumours. This toggle is ON by default but can be changed using the Rumour-Settings option on Verity.,XP/Progression
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,"The naming of Rumours, Loot Sacks and Skill Guide references are now consistent and should reference Basic, Adept, Expert and Master tiers.",XP/Progression
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Rotated the north and east traps to face the Pyre Foxes and increased the number of Pyre Foxes in the area.,Quest/Lore
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Improved the appearance of all Pitfall Trap creatures.,General Change
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Hunting for Red Chinchompas now correctly tells you to retrieve Fur.,General Change
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Razor-Backed Kebbit meat can now be stored in Meat Pouches.,General Change
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Obtaining Sunfire Splinters from Sunlight Antelopes will now correctly add them to the Collection Log.,General Change
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Reduced the respawn timer for Sunlight and Moonlight Antelopes.,General Change
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Players world hopping while Thieving in the Bazaar will now be able to do so faster.,XP/Progression
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Fixed an issue where a Medium Anagram Clue behaved like a Challenge Scroll instead of a Clue Scroll.,Bug Fix
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Made more trees across the Avium Savannah choppable.,General Change
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Fixed an issue where players couldnt permanently disable the warnings inside Perilous Moons.,Bug Fix
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Increased the buy limit of Atlatl Darts at the Grand Exchange.,General Change
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,The Eclipse Atlatls requirements are now 50 Attack and Strength.,XP/Progression
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,The Master Clue that required the Fortis Salute now requires a normal Salute instead.,General Change
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,"One fish is now guaranteed when Fishing in Perilous Moons, although two fish can be obtained with a skill check.",XP/Progression
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Restored Yew Trees to their usual spots.,General Change
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Players can no longer walk inside the walls of the Varlamore Crypt.,Quest/Lore
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,The skeleton north of the Colosseum now gives the correct note.,General Change
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Players are now able to craft the Hunter Sunlight Crossbow when boosting to level 74 Fletching.,XP/Progression
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Removed the interaction message when trying to combine Spear Tips and Headless Arrows.,General Change
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,"Players can once again teleport to Al Kharid via the Jewellery Box, and right-click options should work again.",Mobile/UI
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Hunter creatures now drop Rumour items as intended.,XP/Progression
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Improved the drop rates for some Hunter Rumour items.,XP/Progression
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Removed Herblore XP for creating Moonlight Potions inside Perilous Moons.,XP/Progression
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Fixed a S.T.A.S.H. Unit in Fortis.,Bug Fix
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Fixed a bug where the new Quetzal pet could not be reclaimed from Probita.,Bug Fix
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Apatura will now correctly offer to unlock the teleport to the Hunter Guild.,XP/Progression
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,The bosses from Perilous Moons will now render on top of anything else in their rooms.,Mobile/UI
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Fixed an interaction where Dizana's Quiver and Toxic Blowpipe werent respecting the bonuses offered by the Blowpipe's ammunition.,Bug Fix
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,The reduction for Colosseum Death Costs will now apply up to 100 completed waves.,General Change
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,"Echo Boots no longer lose charges in PvP  considering they dont work there, we feel this makes sense.",General Change
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Players will now receive a message about the Quetzal Whistle and where to claim it when they complete 10 Rumours.,General Change
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,"Reduced the XP given for creating Sunfire Runes, which now correctly give XP per Essence used.",XP/Progression
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,You will no longer receive duplicate Huntsman's Kits from Hunter Loot Sacks.,XP/Progression
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,"Moonlight Moths, Sunlight Moths and Snowy Knight Jars now have the same delay as other potions.",General Change
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,"Improved the accuracy of spells cast by Kolodion and the other arena mages, after a previous error made them less accurate than they should have been. Protect from Magic still provides protection from their spells.",XP/Progression
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,"The Account Guide on Tutorial Island no longer advises Jagex Account users to link emails to their accounts, as they no longer need to do that.",General Change
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,"If you have not unlocked the Bones to Peaches spell, it can now be hidden by the Spellbook filter that hides spells you lack the requirements to cast.",XP/Progression
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Players doing the Lassar section of Desert Treasure II can now recover lost quest items from Ketla.,Quest/Lore
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Changed the sound effect on the mage Vardorvis head attack to something shorter. Thanks to Aatykon and his Twitch chat for the help picking it out.,Combat Balance
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,Fixed a bug where the 10% Crossbow Bolt effect proc chance buff from Seers Village Achievement Diary was applying twice.,Bug Fix
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,More trees across the Avium Savannah should now be choppable!,General Change
Easter & Varlamore Updates,https://secure.runescape.com/m=news/easter--varlamore-updates?oldschool=1,The Master Clue that requires players to perform the Fortis Salute with the Blue Moon Set equipped now requires a regular Salute instead.,General Change
Miscellaneous Quality of Life Changes,https://secure.runescape.com/m=news/miscellaneous-quality-of-life-changes?oldschool=1,Previous PvP combat information is now wiped upon death. This is to stop players who have just died to a player coming back to fight them again without being skulled.,Bug Fix
Miscellaneous Quality of Life Changes,https://secure.runescape.com/m=news/miscellaneous-quality-of-life-changes?oldschool=1,Removed Leagues IV decorations from Lumbridge.,General Change
Miscellaneous Quality of Life Changes,https://secure.runescape.com/m=news/miscellaneous-quality-of-life-changes?oldschool=1,The lightning circle is now brighter and more visible on both Cal'varion and Vet'ion.,General Change
Miscellaneous Quality of Life Changes,https://secure.runescape.com/m=news/miscellaneous-quality-of-life-changes?oldschool=1,"Scrying pools in Player-Owned Houses can once again be used to view a wide range of destinations across the game. To avoid safe scouting in the Wilderness, the pools still won't let you view Wilderness locations directly. Instead they'll just state how many players are in the area, as they've been doing in recent months.",XP/Progression
Miscellaneous Quality of Life Changes,https://secure.runescape.com/m=news/miscellaneous-quality-of-life-changes?oldschool=1,Fixed a bug where teleporting to your POH wasn't possible when 'Building Mode' was set by default.,Bug Fix
Miscellaneous Quality of Life Changes,https://secure.runescape.com/m=news/miscellaneous-quality-of-life-changes?oldschool=1,Fixed a bug where buying a Mage Arena Cape from Perdu would make the other God Capes in the Bank disappear.,Bug Fix
Miscellaneous Quality of Life Changes,https://secure.runescape.com/m=news/miscellaneous-quality-of-life-changes?oldschool=1,Clue Scrolls dropped by a player now last one hour on the ground rather than two minutes. This does not change existing behaviour for Clue Scrolls dropped by NPCs or other entities.,Quest/Lore
Miscellaneous Quality of Life Changes,https://secure.runescape.com/m=news/miscellaneous-quality-of-life-changes?oldschool=1,You are now told if you would have gotten a clue but didn't because you already have one.,General Change
Miscellaneous Quality of Life Changes,https://secure.runescape.com/m=news/miscellaneous-quality-of-life-changes?oldschool=1,Added a new line to the Terms and Conditions text outlining our Privacy Policy.,General Change
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,Hotfixes from last week:,General Change
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,The Elder Chaos Druids teleblock is now correctly removed upon leaving the Wilderness.,General Change
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,We've also stopped those pesky Druids from closing your bank if you'd recently been in combat.,Bug Fix
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,Drop rate of the Teleport Anchoring Scroll from the Zombie Pirate's Locker has been made 1 in 275.,XP/Progression
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,The Teleport Anchoring Scroll is no longer doubled when obtained from the Locker.,General Change
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,"Zombie Pirate Keys now drop at a rate of 1 in 24. On average, assuming you use up all of the keys you obtain, this makes the Teleport Anchoring Scroll around 4 times more common.",XP/Progression
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,Reduced the wander range of Elder Chaos Druids.,General Change
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,"Artio, Callisto, Calvar'ion, Spindel, Vet'ion and Venenatis won't attack for a short period after respawn, giving you the chance to manage your supplies and Inventory if needed.",Combat Balance
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,Increased the despawn timer of consumables dropped in the Wilderness to 15 seconds.,General Change
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,Fixed an issue stopping you picking up loot on a particular tile at the Chaos Temple.,Bug Fix
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,The rope swing can now be used by more than one player at a time.,General Change
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,The dispenser now provides Blighted Super Restores.,General Change
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,Moved the location of Clue Steps inside the Wilderness Agility Course to a slightly quieter spot.,XP/Progression
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,"Players can now take a pause between Wilderness Agility Course laps by logging out, although they will lose 25 laps for doing so. Leaving the arena or dying will still end the streak.",XP/Progression
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,"The skeletons on the surface of the Wilderness Agility Course now deal less damage. Watch out though, underground Skeletons still hit for a max of 4.",XP/Progression
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,Damage now correctly applies through the ladder animation in the Wilderness Agility Course.,XP/Progression
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,The Wilderness Agility Course lap streak and loot now display while Game Chat is set to 'Filtered'.,XP/Progression
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,"When paying the 150,000 GP fee to use the Agility Course, you'll now receive a looting bag if you don't currently own one.",XP/Progression
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,The Ring of Wealth(i) now interacts properly with Medium Clue Scrolls at the Wilderness Agility Course.,XP/Progression
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,The spikes underneath the Wilderness Agility arena no longer stop projectiles from travelling over them.,Bug Fix
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,Added Combat Achievements for the Colosseum and Perilous Moons.,Combat Balance
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,Removed a tree blocking the path in Fortis Park.,General Change
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,Soar Leader Pitri now gives instructions about charging the Quetzal Whistle.,General Change
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,"The Fortis Crop circle will now spawn correctly, letting you teleport to Puro Puro.",General Change
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,Colosseum acid pools no longer deal damage between waves.,Combat Balance
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,"When using Dizana's Quiver alongside a Twisted Bow, the correct Ranged Strength stats will be used when firing Dragon Arrows.",Combat Balance
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,Updated the Manticores examine text.,General Change
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,The Serpent Shaman's Water Surge now looks even more impressive!,General Change
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,Updated the Quiver's appearance for both the standard variants and the Max Cape version.,XP/Progression
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,"During the Eclipse Moon Orb special attack, you're now able to avoid taking damage when standing behind the orb.",Combat Balance
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,Removed the 2024 Easter Event.,General Change
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,Wall Beasts in the Lumbridge Swamp Caves will now stay inside the walls.,General Change
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,The new left-click options on the polar and jungle eagles now work for completing the relevant Achievement Diary tasks.,Mobile/UI
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,"Fixed an issue with the Collection Log search function on mobile, so you'll now be able to check your wins wherever you are.",Bug Fix
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,Justiciar is now categorised correctly as metal armour by Ava's devices.,Combat Balance
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,Resolved a crash issue observed inside the PoH dungeon under specific circumstances.,Bug Fix
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,"Any plugin which unhides, hides or moves components of the Spellbook Interface.",Mobile/UI
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,Resizing components of the Spellbook interface is still prohibited.,Mobile/UI
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,Any plugin which adds additional menu entries which cause actions to be sent to the server.,Mobile/UI
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,This one now includes exceptions for the Max Cape and Diary Cape.,XP/Progression
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,"Any plugin which modifies menu options for Construction, such as prioritising build or remove options.",XP/Progression
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,"This opens in the chatbox area rather than covering your game view, so it doesn't need to be dismissed by combat.",Combat Balance
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,That also means it can stay open while menus like the bank are in use.,Mobile/UI
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,"Plus, it won't be hidden under the keyboard on mobile devices.",Mobile/UI
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,"We've enabled a keyboard short-cut for each rule, too. For example, '7' would report this player for macroing, or '9' would report them for advertising websites. This may be handy if you're often sending reports for the same few rules.",General Change
"Undead Pirates Tweaks, Varlamore CAs & More",https://secure.runescape.com/m=news/undead-pirates-tweaks-varlamore-cas--more?oldschool=1,"The menu's scrollbar remembers its position, too, where possible, so you hopefully won't have to scroll up and down too much when you use the menu.",Mobile/UI
Varlamore Tweaks & Drop Rates,https://secure.runescape.com/m=news/varlamore-tweaks--drop-rates?oldschool=1,Given a longer delay before they respawn.,General Change
Varlamore Tweaks & Drop Rates,https://secure.runescape.com/m=news/varlamore-tweaks--drop-rates?oldschool=1,Given a longer delay before they move to their next tile.,General Change
Varlamore Tweaks & Drop Rates,https://secure.runescape.com/m=news/varlamore-tweaks--drop-rates?oldschool=1,Look to improve the visibility of Bees.,General Change
Varlamore Tweaks & Drop Rates,https://secure.runescape.com/m=news/varlamore-tweaks--drop-rates?oldschool=1,"There will now be three tiers of Doom. Each tier will allow you to take up to 15, 10 or 5 Stacks of Doom (respectively) before meeting your end.",General Change
Varlamore Tweaks & Drop Rates,https://secure.runescape.com/m=news/varlamore-tweaks--drop-rates?oldschool=1,Doom will now reset back to 0 stacks at the end of each wave.,General Change
Varlamore Tweaks & Drop Rates,https://secure.runescape.com/m=news/varlamore-tweaks--drop-rates?oldschool=1,Were removing the Soul Reaper Axe & Divine Potions from adding to stacks of Doom.,General Change
Varlamore Tweaks & Drop Rates,https://secure.runescape.com/m=news/varlamore-tweaks--drop-rates?oldschool=1,Remove the ability to autocast spells without being affected.,General Change
Varlamore Tweaks & Drop Rates,https://secure.runescape.com/m=news/varlamore-tweaks--drop-rates?oldschool=1,This means youll still be able to manually cast with this Modifier.,General Change
Varlamore Tweaks & Drop Rates,https://secure.runescape.com/m=news/varlamore-tweaks--drop-rates?oldschool=1,Change to how the additional accuracy is applied to monster hits.,Combat Balance
Varlamore Tweaks & Drop Rates,https://secure.runescape.com/m=news/varlamore-tweaks--drop-rates?oldschool=1,Stack 1 ignores 33% defence.,Combat Balance
Varlamore Tweaks & Drop Rates,https://secure.runescape.com/m=news/varlamore-tweaks--drop-rates?oldschool=1,Stack 2 ignores 66% defence.,Combat Balance
Varlamore Tweaks & Drop Rates,https://secure.runescape.com/m=news/varlamore-tweaks--drop-rates?oldschool=1,Stack 3 ignores all defences.,Combat Balance
Varlamore Tweaks & Drop Rates,https://secure.runescape.com/m=news/varlamore-tweaks--drop-rates?oldschool=1,Additional damage per stack is left unchanged.,Combat Balance
Varlamore Tweaks & Drop Rates,https://secure.runescape.com/m=news/varlamore-tweaks--drop-rates?oldschool=1,Increase cooldown before respawning a new totem if the first is killed. The Amount of healing will be reduced.,Combat Balance
Varlamore Tweaks & Drop Rates,https://secure.runescape.com/m=news/varlamore-tweaks--drop-rates?oldschool=1,The Amount of healing will be reduced.,General Change
Varlamore Tweaks & Drop Rates,https://secure.runescape.com/m=news/varlamore-tweaks--drop-rates?oldschool=1,"Even though they will be removed, we'll put them somewhere you can visit them in-game.",General Change
Varlamore Tweaks & Drop Rates,https://secure.runescape.com/m=news/varlamore-tweaks--drop-rates?oldschool=1,"Manticores orb attacks become stronger, each time this is chosen. This makes missing your flicks slightly more punishing but wouldn't change how many times you need to flick.",Combat Balance
Varlamore Tweaks & Drop Rates,https://secure.runescape.com/m=news/varlamore-tweaks--drop-rates?oldschool=1,This makes missing your flicks slightly more punishing but wouldn't change how many times you need to flick.,General Change
Varlamore Tweaks & Drop Rates,https://secure.runescape.com/m=news/varlamore-tweaks--drop-rates?oldschool=1,Guild Hunter Outfit pieces: 1/50 (any tier of Loot Sack),XP/Progression
Varlamore Tweaks & Drop Rates,https://secure.runescape.com/m=news/varlamore-tweaks--drop-rates?oldschool=1,"Huntsman's Kit: 1/50 (Adapt, Expert or Master Loot Sack)",XP/Progression
Varlamore Tweaks & Drop Rates,https://secure.runescape.com/m=news/varlamore-tweaks--drop-rates?oldschool=1,Quetzal Pet: 1/1000 (Expert or Master Loot Sack),XP/Progression
Varlamore Tweaks & Drop Rates,https://secure.runescape.com/m=news/varlamore-tweaks--drop-rates?oldschool=1,Enhanced Whistle Blueprint: 1/50 (any tier of Loot Sack) - Pity Drop at 100 Rumours,General Change
Varlamore Tweaks & Drop Rates,https://secure.runescape.com/m=news/varlamore-tweaks--drop-rates?oldschool=1,Perfected Whistle Blueprint: 1/50 (Expert or Master Loot Sack) - Pity Drop at 250 Rumours (Requires the Enhanced Whistle),XP/Progression
Varlamore Tweaks & Drop Rates,https://secure.runescape.com/m=news/varlamore-tweaks--drop-rates?oldschool=1,Pitfall traps: 1/15,General Change
Varlamore Tweaks & Drop Rates,https://secure.runescape.com/m=news/varlamore-tweaks--drop-rates?oldschool=1,Butterflies: 1/75,General Change
Varlamore Tweaks & Drop Rates,https://secure.runescape.com/m=news/varlamore-tweaks--drop-rates?oldschool=1,Deadfall traps: 1/15,General Change
Varlamore Tweaks & Drop Rates,https://secure.runescape.com/m=news/varlamore-tweaks--drop-rates?oldschool=1,"The Ranged Warbanders have been given a little buff, so their ranged level more accurately reflects the rest of their stats. Watch out though, as this means they will hit a little harder now!",XP/Progression
Varlamore Tweaks & Drop Rates,https://secure.runescape.com/m=news/varlamore-tweaks--drop-rates?oldschool=1,We've reduced the Warband Melee's maxhit to give you a little more of a fighting chance up against those fellas.,General Change
